code,name,category,brand,model,unit,currency_code,sale_price,stock_quantity,minimum_stock,vat_rate,lead_time,description,technical_summary,is_active
CLNX-SMA-0010-5YR,EHNX 5YR S/W UPDATE FOR 500-1249 PTS,Niagara Edge,Honeywell,CLNX-SMA-0010-5YR,adet,USDTRY,820.00,0,0,20,,EHNX 5YR S/W UPDATE FOR 500-1249 PTS,,true
CLNX-SMA-0025-1YR,EHNX 1YR S/W UPDATE FOR 1250-4999 PTS,Niagara Edge,Honeywell,CLNX-SMA-0025-1YR,adet,USDTRY,495.00,0,0,20,,EHNX 1YR S/W UPDATE FOR 1250-4999 PTS,,true
CLNX-SMA-0025-3YR,EHNX 3YR S/W UPDATE FOR 1250-4999 PTS,Niagara Edge,Honeywell,CLNX-SMA-0025-3YR,adet,USDTRY,902.14,0,0,20,,EHNX 3YR S/W UPDATE FOR 1250-4999 PTS,,true
CLNX-SMA-0025-5YR,EHNX 5YR S/W UPDATE FOR 1250-4999 PTS,Niagara Edge,Honeywell,CLNX-SMA-0025-5YR,adet,USDTRY,1153.90,0,0,20,,EHNX 5YR S/W UPDATE FOR 1250-4999 PTS,,true
CLNX-SMA-0100-1YR,EHNX 1YR S/W UPDATE FOR 5000-9999 PTS,Niagara Edge,Honeywell,CLNX-SMA-0100-1YR,adet,USDTRY,1470.00,0,0,20,,EHNX 1YR S/W UPDATE FOR 5000-9999 PTS,,true
CLNX-SMA-0100-3YR,EHNX 3YR S/W UPDATE FOR 5000-9999 PTS,Niagara Edge,Honeywell,CLNX-SMA-0100-3YR,adet,USDTRY,2475.00,0,0,20,,EHNX 3YR S/W UPDATE FOR 5000-9999 PTS,,true
CLNX-SMA-0100-5YR,EHNX 5YR S/W UPDATE FOR 5000-9999 PTS,Niagara Edge,Honeywell,CLNX-SMA-0100-5YR,adet,USDTRY,3425.00,0,0,20,,EHNX 5YR S/W UPDATE FOR 5000-9999 PTS,,true
CLNX-SMA-8005-1YR,HAWK8 1YR S/W UPDATE FOR 250-499 PTS,Plant Controllers w/o Onboard IO,Honeywell,CLNX-SMA-8005-1YR,adet,USDTRY,275.00,0,0,20,,HAWK8 1YR S/W UPDATE FOR 250-499 PTS,,true
CLNX-SMA-8005-3YR,HAWL8 3YR S/W UPDATE FOR 250-499 PTS,Plant Controllers w/o Onboard IO,Honeywell,CLNX-SMA-8005-3YR,adet,USDTRY,395.00,0,0,20,,HAWL8 3YR S/W UPDATE FOR 250-499 PTS,,true
CLNX-SMA-8005-5YR,HAWK8 5YR S/W UPDATE FOR 250-499 PTS,Plant Controllers w/o Onboard IO,Honeywell,CLNX-SMA-8005-5YR,adet,USDTRY,576.95,0,0,20,,HAWK8 5YR S/W UPDATE FOR 250-499 PTS,,true
CLNX-SMA-8010-1YR,HAWK8 1YR S/W UPDATE FOR 500-1249 PTS,Plant Controllers w/o Onboard IO,Honeywell,CLNX-SMA-8010-1YR,adet,USDTRY,360.86,0,0,20,,HAWK8 1YR S/W UPDATE FOR 500-1249 PTS,,true
CLNX-SMA-8010-3YR,HAWK8 3YR S/W UPDATE FOR 500-1249 PTS,Plant Controllers w/o Onboard IO,Honeywell,CLNX-SMA-8010-3YR,adet,USDTRY,681.85,0,0,20,,HAWK8 3YR S/W UPDATE FOR 500-1249 PTS,,true
CLNX-SMA-8010-5YR,HAWK8 5YR S/W UPDATE FOR 500-1249 PTS,Plant Controllers w/o Onboard IO,Honeywell,CLNX-SMA-8010-5YR,adet,USDTRY,1143.41,0,0,20,,HAWK8 5YR S/W UPDATE FOR 500-1249 PTS,,true
CLNX-SMA-8025-1YR,HAWK8 1YR S/W UPDATE FOR 1250-4999 PTS,Plant Controllers w/o Onboard IO,Honeywell,CLNX-SMA-8025-1YR,adet,USDTRY,470.00,0,0,20,,HAWK8 1YR S/W UPDATE FOR 1250-4999 PTS,,true
CLNX-SMA-8025-3YR,HAWK8 3YR S/W UPDATE FOR 1250-4999 PTS,Plant Controllers w/o Onboard IO,Honeywell,CLNX-SMA-8025-3YR,adet,USDTRY,933.61,0,0,20,,HAWK8 3YR S/W UPDATE FOR 1250-4999 PTS,,true
CLNX-SMA-8025-5YR,HAWK8 5YR S/W UPDATE FOR 1250-4999 PTS,Plant Controllers w/o Onboard IO,Honeywell,CLNX-SMA-8025-5YR,adet,USDTRY,1560.00,0,0,20,,HAWK8 5YR S/W UPDATE FOR 1250-4999 PTS,,true
CLNX-SMA-8100-1YR,HAWK8 1YR S/W UPDATE FOR 5000-9999 PTS,Niagara Edge,Honeywell,CLNX-SMA-8100-1YR,adet,USDTRY,1420.00,0,0,20,,HAWK8 1YR S/W UPDATE FOR 5000-9999 PTS,,true
CLNX-SMA-8100-3YR,HAWK8 3YR S/W UPDATE FOR 5000-9999 PTS,Plant Controllers w/o Onboard IO,Honeywell,CLNX-SMA-8100-3YR,adet,USDTRY,2832.30,0,0,20,,HAWK8 3YR S/W UPDATE FOR 5000-9999 PTS,,true
CLNX-SMA-8100-5YR,HAWK8 5YR S/W UPDATE FOR 5000-9999 PTS,Niagara Edge,Honeywell,CLNX-SMA-8100-5YR,adet,USDTRY,4725.00,0,0,20,,HAWK8 5YR S/W UPDATE FOR 5000-9999 PTS,,true
CLNX-SMA-8200-1YR,HAWK8 1YR S/W UPDATE FOR 10000+ PTS,Niagara Edge,Honeywell,CLNX-SMA-8200-1YR,adet,USDTRY,2176.68,0,0,20,,HAWK8 1YR S/W UPDATE FOR 10000+ PTS,,true
CLNX-SMA-8200-3YR,HAWK8 3YR S/W UPDATE FOR 10000+ PTS,Plant Controllers w/o Onboard IO,Honeywell,CLNX-SMA-8200-3YR,adet,USDTRY,4327.13,0,0,20,,HAWK8 3YR S/W UPDATE FOR 10000+ PTS,,true
CLNX-SMA-8200-5YR,HAWK8 5YR S/W UPDATE FOR 10000+ PTS,Plant Controllers w/o Onboard IO,Honeywell,CLNX-SMA-8200-5YR,adet,USDTRY,7250.00,0,0,20,,HAWK8 5YR S/W UPDATE FOR 10000+ PTS,,true
CLNX-S-MAXP-128,SUPERVISOR MAXPRO 128 CAMERA DRIVER,Niagara Edge,Honeywell,CLNX-S-MAXP-128,adet,USDTRY,21800.00,0,0,20,,SUPERVISOR MAXPRO 128 CAMERA DRIVER,,true
CLNX-S-MAXP-16,SUPERVISOR MAXPRO 16 CAMERA DRIVER,Niagara Edge,Honeywell,CLNX-S-MAXP-16,adet,USDTRY,6200.00,0,0,20,,SUPERVISOR MAXPRO 16 CAMERA DRIVER,,true
CLNX-S-MAXP-64,SUPERVISOR MAXPRO 64 CAMERA DRIVER,Niagara Edge,Honeywell,CLNX-S-MAXP-64,adet,USDTRY,16100.00,0,0,20,,SUPERVISOR MAXPRO 64 CAMERA DRIVER,,true
CLNX-S-MLS-16,SUPERVISOR MILESTONE 16 CAMERA DRIVER,Niagara Edge,Honeywell,CLNX-S-MLS-16,adet,USDTRY,6200.00,0,0,20,,SUPERVISOR MILESTONE 16 CAMERA DRIVER,,true
CLNX-S-MLS-64,SUPERVISOR MILESTONE 64 CAMERA DRIVER,Niagara Edge,Honeywell,CLNX-S-MLS-64,adet,USDTRY,16100.00,0,0,20,,SUPERVISOR MILESTONE 64 CAMERA DRIVER,,true
CLNX-S-NA-1000,SUPERVISOR LICENSE 1000 ANALYTIC POINTS,Niagara Edge,Honeywell,CLNX-S-NA-1000,adet,USDTRY,13700.00,0,0,20,,SUPERVISOR LICENSE 1000 ANALYTIC POINTS,,true
CLNX-S-NA-10000,SUPERVISOR LICENSE 10000 ANALYTIC POINTS,Niagara Edge,Honeywell,CLNX-S-NA-10000,adet,USDTRY,74500.00,0,0,20,,SUPERVISOR LICENSE 10000 ANALYTIC POINTS,,true
CLNX-S-NA-250,SUPERVISOR LICENSE 250 ANALYTIC POINTS,Niagara Edge,Honeywell,CLNX-S-NA-250,adet,USDTRY,6250.00,0,0,20,,SUPERVISOR LICENSE 250 ANALYTIC POINTS,,true
CLNX-S-NCLOUD-S10K,NIAGARA CLOUD  DRIVER 10000 POINTS,Niagara Edge,Honeywell,CLNX-S-NCLOUD-S10K,adet,USDTRY,1040.00,0,0,20,,NIAGARA CLOUD  DRIVER 10000 POINTS,,true
CLNX-S-NCLOUDS2500,NIAGARA CLOUD DRIVER 2500 POINTS,Niagara Edge,Honeywell,CLNX-S-NCLOUDS2500,adet,USDTRY,692.34,0,0,20,,NIAGARA CLOUD DRIVER 2500 POINTS,,true
CLNX-S-NCLOUD-S500,NIAGARA CLOUD  SENTIENCE  500 POINTS,Niagara Edge,Honeywell,CLNX-S-NCLOUD-S500,adet,USDTRY,170.99,0,0,20,,NIAGARA CLOUD  SENTIENCE  500 POINTS,,true
CLNX-S-UNLN,SUPERVISOR - UNLIMITED NODES,Niagara Edge,Honeywell,CLNX-S-UNLN,adet,USDTRY,33600.00,0,0,20,,SUPERVISOR - UNLIMITED NODES,,true
CLNX-S-UNLN-UP,ADD DRIVER CAPACITY UNLIMITED NODES,Niagara Edge,Honeywell,CLNX-S-UNLN-UP,adet,USDTRY,17000.00,0,0,20,,ADD DRIVER CAPACITY UNLIMITED NODES,,true
CLNX-UNL-SMA-1Y,SUP-UNLN MAINTENANCE 1 YEAR EXTENSION,Niagara Edge,Honeywell,CLNX-UNL-SMA-1Y,adet,USDTRY,3654.54,0,0,20,,SUP-UNLN MAINTENANCE 1 YEAR EXTENSION,,true
CLNX-UNL-SMA-3Y,SUP-UNLN MAINTENANCE 3 YEAR EXTENSION,Niagara Edge,Honeywell,CLNX-UNL-SMA-3Y,adet,USDTRY,7200.00,0,0,20,,SUP-UNLN MAINTENANCE 3 YEAR EXTENSION,,true
CLNX-UNL-SMA-5Y,SUP-UNLN MAINTENANCE 5 YEAR EXTENSION,Niagara Edge,Honeywell,CLNX-UNL-SMA-5Y,adet,USDTRY,11912.03,0,0,20,,SUP-UNLN MAINTENANCE 5 YEAR EXTENSION,,true
CL-ROOMUP,MOBILE COMMISSIONING TOOL,Core Brand App,Honeywell,CL-ROOMUP,adet,USDTRY,1200.00,0,0,20,,MOBILE COMMISSIONING TOOL,,true
CW-COV-L-UNITARY,"Terminal Cov Large grey, 10 per package",Controller Accessories,Honeywell,CW-COV-L-UNITARY,adet,USDTRY,105.00,0,0,20,,"Terminal Cov Large grey, 10 per package",,true
CW-COV-S-UNITARY,"Terminal Cov Small grey, 10 per package",Controller Accessories,Honeywell,CW-COV-S-UNITARY,adet,USDTRY,105.00,0,0,20,,"Terminal Cov Small grey, 10 per package",,true
DIN-CLIP-10,DIN RAIL CLIP-PACK OF 10,Controller Accessories,Honeywell,DIN-CLIP-10,adet,USDTRY,39.25,0,0,20,,DIN RAIL CLIP-PACK OF 10,,true
ENDCOVER-10,SPAREONLY-PROTECTIVE END COVERS-PACKOF10,Controller Accessories,Honeywell,ENDCOVER-10,adet,USDTRY,115.54,0,0,20,,SPAREONLY-PROTECTIVE END COVERS-PACKOF10,,true
HMI-DN,LOCAL HMI WITH DIN RAIL MOUNT,Local HMI,Honeywell,HMI-DN,adet,USDTRY,640.00,0,0,20,,LOCAL HMI WITH DIN RAIL MOUNT,,true
HMI-WL,LOCAL HMI WITH PANEL DOOR/WALL BASE,Local HMI,Honeywell,HMI-WL,adet,USDTRY,640.00,0,0,20,,LOCAL HMI WITH PANEL DOOR/WALL BASE,,true
IF-LON2,USB - LON INTERFACE,Discrete Communication Modules,Honeywell,IF-LON2,adet,USDTRY,1321.74,0,0,20,,USB - LON INTERFACE,,true
IO-16DI-S-P,"16DI, SERIAL, PUSH TB",Dedicated IO,Honeywell,IO-16DI-S-P,adet,USDTRY,295.00,0,0,20,,"16DI, SERIAL, PUSH TB",,true
IO-16DI-S-S,"16DI, SERIAL, SCREW TB",Dedicated IO,Honeywell,IO-16DI-S-S,adet,USDTRY,295.00,0,0,20,,"16DI, SERIAL, SCREW TB",,true
IO-16UIO-S-P,"16UIO, SERIAL, PUSH TB",Dedicated IO,Honeywell,IO-16UIO-S-P,adet,USDTRY,630.00,0,0,20,,"16UIO, SERIAL, PUSH TB",,true
IO-16UIO-S-S,"16UIO, SERIAL, SCREW TB",Dedicated IO,Honeywell,IO-16UIO-S-S,adet,USDTRY,630.00,0,0,20,,"16UIO, SERIAL, SCREW TB",,true
IO-16UI-S-P,"16UI, SERIAL, PUSH TB",Dedicated IO,Honeywell,IO-16UI-S-P,adet,USDTRY,555.97,0,0,20,,"16UI, SERIAL, PUSH TB",,true
IO-16UI-S-S,"16UI, SERIAL, SCREW TB",Dedicated IO,Honeywell,IO-16UI-S-S,adet,USDTRY,555.97,0,0,20,,"16UI, SERIAL, SCREW TB",,true
IO-4DORE-S-P,"4DO RELAY, 2V, SERIAL, PUSH TB",Dedicated IO,Honeywell,IO-4DORE-S-P,adet,USDTRY,405.05,0,0,20,,"4DO RELAY, 2V, SERIAL, PUSH TB",,true
IO-4DORE-S-S,"4DO RELAY, 2V, SERIAL, SCREW TB",Dedicated IO,Honeywell,IO-4DORE-S-S,adet,USDTRY,405.05,0,0,20,,"4DO RELAY, 2V, SERIAL, SCREW TB",,true
IO-4DOR-S-P,"4DO RELAY, SERIAL, PUSH TB",Dedicated IO,Honeywell,IO-4DOR-S-P,adet,USDTRY,225.03,0,0,20,,"4DO RELAY, SERIAL, PUSH TB",,true
IO-4DOR-S-S,"4DO RELAY, SERIAL, SCREW TB",Dedicated IO,Honeywell,IO-4DOR-S-S,adet,USDTRY,225.03,0,0,20,,"4DO RELAY, SERIAL, SCREW TB",,true
IO-4UIO-S-P,"4UIO, SERIAL, PUSH TB",Dedicated IO,Honeywell,IO-4UIO-S-P,adet,USDTRY,228.44,0,0,20,,"4UIO, SERIAL, PUSH TB",,true
IO-4UIO-S-S,"4UIO, SERIAL, SCREW TB",Dedicated IO,Honeywell,IO-4UIO-S-S,adet,USDTRY,228.44,0,0,20,,"4UIO, SERIAL, SCREW TB",,true
IO-8AO-S-P,"8AO, SERIAL, PUSH TB",Dedicated IO,Honeywell,IO-8AO-S-P,adet,USDTRY,330.00,0,0,20,,"8AO, SERIAL, PUSH TB",,true
IO-8AO-S-S,"8AO, SERIAL, SCREW TB",Dedicated IO,Honeywell,IO-8AO-S-S,adet,USDTRY,330.00,0,0,20,,"8AO, SERIAL, SCREW TB",,true
IO-8DI-S-P,"8DI, SERIAL, PUSH TB",Dedicated IO,Honeywell,IO-8DI-S-P,adet,USDTRY,210.03,0,0,20,,"8DI, SERIAL, PUSH TB",,true
IO-8DI-S-S,"8DI, SERIAL, SCREW TB",Dedicated IO,Honeywell,IO-8DI-S-S,adet,USDTRY,186.78,0,0,20,,"8DI, SERIAL, SCREW TB",,true
IO-8DOR-S-P,"8DO RELAY, SERIAL, PUSH TB",Dedicated IO,Honeywell,IO-8DOR-S-P,adet,USDTRY,361.91,0,0,20,,"8DO RELAY, SERIAL, PUSH TB",,true
IO-8DOR-S-S,"8DO RELAY, SERIAL, SCREW TB",Dedicated IO,Honeywell,IO-8DOR-S-S,adet,USDTRY,361.91,0,0,20,,"8DO RELAY, SERIAL, SCREW TB",,true
IO-8UIO-S-P,"8UIO, SERIAL, PUSH TB",Dedicated IO,Honeywell,IO-8UIO-S-P,adet,USDTRY,371.40,0,0,20,,"8UIO, SERIAL, PUSH TB",,true
IO-8UIO-S-S,"8UIO, SERIAL, SCREW TB",Dedicated IO,Honeywell,IO-8UIO-S-S,adet,USDTRY,371.40,0,0,20,,"8UIO, SERIAL, SCREW TB",,true
IO-ADPT-S-2,"I/O ADAPTORS, PWR&COM, SERIAL-PACK OF 2",Dedicated IO,Honeywell,IO-ADPT-S-2,adet,USDTRY,78.44,0,0,20,,"I/O ADAPTORS, PWR&COM, SERIAL-PACK OF 2",,true
IOD-16UIO-S-P,"16UIO, SERIAL, HOA DISPLAY, PUSH TB",Dedicated IO,Honeywell,IOD-16UIO-S-P,adet,USDTRY,681.85,0,0,20,,"16UIO, SERIAL, HOA DISPLAY, PUSH TB",,true
IOD-16UIO-S-S,"16UIO, SERIAL, HOA DISPLAY, SCREW TB",Dedicated IO,Honeywell,IOD-16UIO-S-S,adet,USDTRY,681.85,0,0,20,,"16UIO, SERIAL, HOA DISPLAY, SCREW TB",,true
IOD-4DORE-S-P,"4DO RELAY, 2V, SERIAL, HOA, PUSH TB",Dedicated IO,Honeywell,IOD-4DORE-S-P,adet,USDTRY,510.72,0,0,20,,"4DO RELAY, 2V, SERIAL, HOA, PUSH TB",,true
IOD-4DORE-S-S,"4DO RELAY, 2V, SERIAL, HOA, SCREW TB",Dedicated IO,Honeywell,IOD-4DORE-S-S,adet,USDTRY,510.72,0,0,20,,"4DO RELAY, 2V, SERIAL, HOA, SCREW TB",,true
IOD-4DOR-S-P,"4DO RELAY, SERIAL, HOA DISPLAY, PUSH TB",Dedicated IO,Honeywell,IOD-4DOR-S-P,adet,USDTRY,330.69,0,0,20,,"4DO RELAY, SERIAL, HOA DISPLAY, PUSH TB",,true
IOD-4DOR-S-S,"4DO RELAY, SERIAL, HOA DISPLAY, SCREW TB",Dedicated IO,Honeywell,IOD-4DOR-S-S,adet,USDTRY,330.69,0,0,20,,"4DO RELAY, SERIAL, HOA DISPLAY, SCREW TB",,true
IOD-4UIO-S-P,"4UIO, SERIAL, HOA DISPLAY, PUSH TB",Dedicated IO,Honeywell,IOD-4UIO-S-P,adet,USDTRY,335.00,0,0,20,,"4UIO, SERIAL, HOA DISPLAY, PUSH TB",,true
IOD-4UIO-S-S,"4UIO, SERIAL, HOA DISPLAY, SCREW TB",Dedicated IO,Honeywell,IOD-4UIO-S-S,adet,USDTRY,335.00,0,0,20,,"4UIO, SERIAL, HOA DISPLAY, SCREW TB",,true
IOD-8AO-S-P,"8AO, SERIAL, HOA DISPLAY, PUSH TB",Dedicated IO,Honeywell,IOD-8AO-S-P,adet,USDTRY,435.00,0,0,20,,"8AO, SERIAL, HOA DISPLAY, PUSH TB",,true
IOD-8AO-S-S,"8AO, SERIAL, HOA DISPLAY, SCREW TB",Dedicated IO,Honeywell,IOD-8AO-S-S,adet,USDTRY,435.00,0,0,20,,"8AO, SERIAL, HOA DISPLAY, SCREW TB",,true
IOD-8DOR-S-P,"8DO RELAY, SERIAL, HOA DISPLAY, PUSH TB",Dedicated IO,Honeywell,IOD-8DOR-S-P,adet,USDTRY,421.70,0,0,20,,"8DO RELAY, SERIAL, HOA DISPLAY, PUSH TB",,true
IOD-8DOR-S-S,"8DO RELAY, SERIAL, HOA DISPLAY, SCREW TB",Dedicated IO,Honeywell,IOD-8DOR-S-S,adet,USDTRY,421.70,0,0,20,,"8DO RELAY, SERIAL, HOA DISPLAY, SCREW TB",,true
IOD-8UIO-S-P,"8UIO, SERIAL, HOA DISPLAY, PUSH TB",Dedicated IO,Honeywell,IOD-8UIO-S-P,adet,USDTRY,425.00,0,0,20,,"8UIO, SERIAL, HOA DISPLAY, PUSH TB",,true
IOD-8UIO-S-S,"8UIO, SERIAL, HOA DISPLAY, SCREW TB",Dedicated IO,Honeywell,IOD-8UIO-S-S,adet,USDTRY,425.00,0,0,20,,"8UIO, SERIAL, HOA DISPLAY, SCREW TB",,true
IO-HOT-SWP-105-10,I/O HOT SWAP BASE-105MM-PACK OF 10,Accessories,Honeywell,IO-HOT-SWP-105-10,adet,USDTRY,576.92,0,0,20,,I/O HOT SWAP BASE-105MM-PACK OF 10,,true
IO-HOT-SWP-70-10,I/O HOT SWAP BASE-70MM-PACK OF 10,Accessories,Honeywell,IO-HOT-SWP-70-10,adet,USDTRY,576.92,0,0,20,,I/O HOT SWAP BASE-70MM-PACK OF 10,,true
IO-JUMPER-2-10,2 PIN RELAY OUTPUT JUMPER-PACK OF 10,Controller Accessories,Honeywell,IO-JUMPER-2-10,adet,USDTRY,59.00,0,0,20,,2 PIN RELAY OUTPUT JUMPER-PACK OF 10,,true
IO-JUMPER-4-10,4 PIN RELAY OUTPUT JUMPER-PACK OF 10,Controller Accessories,Honeywell,IO-JUMPER-4-10,adet,USDTRY,63.60,0,0,20,,4 PIN RELAY OUTPUT JUMPER-PACK OF 10,,true
IRM-RLC,10 TERMINAL COVER FOR RLX CONTROLLER,Accessories,Honeywell,IRM-RLC,adet,USDTRY,200.00,0,0,20,,10 TERMINAL COVER FOR RLX CONTROLLER,,true
IRM-RSC,10 TERMINAL COVERS FOR RSX CONTROLLER,Accessories,Honeywell,IRM-RSC,adet,USDTRY,160.00,0,0,20,,10 TERMINAL COVERS FOR RSX CONTROLLER,,true
MVCNXEH-BASLIC,"EHNX BASIC LIC 100 GLOBPTS, 255 PB + IO",Plant Controllers w/ Onboard IO,Honeywell,MVCNXEH-BASLIC,adet,USDTRY,1890.00,0,0,20,,"EHNX BASIC LIC 100 GLOBPTS, 255 PB + IO",,true
MVCNXEHSERIES26D,NIAGARA PLANT CONTROLLER W/ HMI 26 IOS,Plant Controllers w/ Onboard IO,Honeywell,MVCNXEHSERIES26D,adet,USDTRY,2600.00,0,0,20,,NIAGARA PLANT CONTROLLER W/ HMI 26 IOS,,true
MVCNXEHSERIES26ND,NIAGARA PLANT CONTROLLER W/O HMI 26 IOS,Plant Controllers w/ Onboard IO,Honeywell,MVCNXEHSERIES26ND,adet,USDTRY,2150.45,0,0,20,,NIAGARA PLANT CONTROLLER W/O HMI 26 IOS,,true
N-ADV-00050-100PCE,ADV 50 GLOBPTS 100 PBPTS + SM,Plant Controllers w/o Onboard IO,Honeywell,N-ADV-00050-100PCE,adet,USDTRY,504.56,0,0,20,,ADV 50 GLOBPTS 100 PBPTS + SM,,true
N-ADV-00100-255PCE,ADV 100 GLOBPTS 255 PBPTS + SM,Plant Controllers w/o Onboard IO,Honeywell,N-ADV-00100-255PCE,adet,USDTRY,991.10,0,0,20,,ADV 100 GLOBPTS 255 PBPTS + SM,,true
N-ADV-00500-100PCE,ADV 500 GLOBPTS 100 PBPTS + SM,Plant Controllers w/o Onboard IO,Honeywell,N-ADV-00500-100PCE,adet,USDTRY,1282.60,0,0,20,,ADV 500 GLOBPTS 100 PBPTS + SM,,true
N-ADV-0100P-UP,PBUS UPGRADE 100 PTS,Plant Controllers w/o Onboard IO,Honeywell,N-ADV-0100P-UP,adet,USDTRY,262.88,0,0,20,,PBUS UPGRADE 100 PTS,,true
N-ADV-01250-255PCE,ADV 1250 GLOBPTS 255 PBPTS + SM,Plant Controllers w/o Onboard IO,Honeywell,N-ADV-01250-255PCE,adet,USDTRY,2175.00,0,0,20,,ADV 1250 GLOBPTS 255 PBPTS + SM,,true
N-ADV-0255P-UP,PBUS UPGRADE 255 PTS,Plant Controllers w/o Onboard IO,Honeywell,N-ADV-0255P-UP,adet,USDTRY,501.38,0,0,20,,PBUS UPGRADE 255 PTS,,true
N-ADV-05000-255PCE,ADV 5000 GLOBPTS 255 PBPTS + SM,Plant Controllers w/o Onboard IO,Honeywell,N-ADV-05000-255PCE,adet,USDTRY,5565.00,0,0,20,,ADV 5000 GLOBPTS 255 PBPTS + SM,,true
N-ADV-10000-255PCE,ADV 10000 GLOBPTS 255 PBPTS + SM,Plant Controllers w/o Onboard IO,Honeywell,N-ADV-10000-255PCE,adet,USDTRY,8200.00,0,0,20,,ADV 10000 GLOBPTS 255 PBPTS + SM,,true
